counter_id,daily_range_high,daily_range_low,counter,buy_price,sell_price,previous_closing_price,today_closing_price,volume_traded,dividend_mk,dividend_yield_pct,earnings_yield_pct,pe_ratio,pbv_ratio,market_capitalization_mkmn,profit_after_tax_mkmn,num_shares_issue,trade_date,print_time
12.0,,,OMU,880.01,0.0,880.01,880.01,0.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-03-06,14:41:32
13.0,,,PCL,0.0,2181.34,2181.34,2181.34,0.0,34.0,1.56,8.28,12.07,1.39,262318.83,21728.0,120255820.0,2023-03-06,14:41:32
14.0,,,STANDARD,2200.02,0.0,2200.02,2200.02,0.0,37.07,1.68,4.8,20.84,4.41,516274.65,24769.0,234668162.0,2023-03-06,14:41:32
15.0,,,SUNBIRD,115.0,0.0,105.0,105.0,0.0,0.0,0.0,2.73,36.65,0.99,27466.17,749.39,261582580.0,2023-03-06,14:41:32
16.0,,,TNM,14.01,14.03,14.02,14.02,0.0,0.43,3.07,6.88,14.53,2.86,140767.11,9690.0,10040450000.0,2023-03-06,14:41:32
1.0,,,AIRTEL,62.0,0.0,62.0,62.0,0.0,2.95,4.76,4.74,21.09,20.46,682000.0,32334.93,11000000000.0,2023-03-02,14:56:06
2.0,,,BHL,0.0,10.96,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-03-02,14:56:06
3.0,34.99,34.98,FDHB,0.0,34.98,34.99,34.99,121149.0,1.05,3.0,4.83,20.71,7.65,241467.08,11658.84,6901031250.0,2023-03-02,14:56:06
4.0,167.0,166.99,FMBCH,0.0,167.0,166.99,167.0,119000.0,1.68,1.01,5.32,18.8,4.32,410527.75,21841.25,2458250000.0,2023-03-02,14:56:06
5.0,,,ICON,0.0,11.91,11.91,11.91,0.0,0.24,2.02,10.83,9.24,0.91,79558.8,8612.79,6680000000.0,2023-03-02,14:56:06
6.0,,,ILLOVO,601.0,0.0,600.05,600.05,0.0,21.0,3.5,6.22,16.08,4.24,428102.31,26630.0,713444391.0,2023-03-02,14:56:06
7.0,,,MPICO,0.0,20.58,20.58,20.58,0.0,0.31,1.51,9.95,10.05,1.0,47293.82,4705.66,2298047460.0,2023-03-02,14:56:06
8.0,,,NBM,1600.05,0.0,1600.05,1600.05,0.0,49.26,3.08,4.68,21.39,5.23,747114.13,34928.0,466931738.0,2023-03-02,14:56:06
9.0,42.0,38.46,NBS,42.0,0.0,38.46,41.97,575650.0,1.35,3.22,6.3,15.88,5.28,122156.76,7692.37,2910573356.0,2023-03-02,14:56:06
10.0,,,NICO,90.0,0.0,90.0,90.0,0.0,3.25,3.61,10.37,9.64,1.95,93873.7,9736.0,1043041096.0,2023-03-02,14:56:06
11.0,,,NITL,164.0,188.6,188.6,188.6,0.0,2.85,1.51,18.35,5.45,1.46,25461.0,4670.89,135000000.0,2023-03-02,14:56:06
12.0,,,OMU,880.01,0.0,880.01,880.01,0.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-03-02,14:56:06
13.0,,,PCL,0.0,2181.34,2181.34,2181.34,0.0,34.0,1.56,8.28,12.07,1.39,262318.83,21728.0,120255820.0,2023-03-02,14:56:06
14.0,,,STANDARD,2200.02,0.0,2200.02,2200.02,0.0,37.07,1.68,4.8,20.84,4.41,516274.65,24769.0,234668162.0,2023-03-02,14:56:06
15.0,,,SUNBIRD,115.0,120.0,105.0,105.0,0.0,0.0,0.0,2.73,36.65,0.99,27466.17,749.39,261582580.0,2023-03-02,14:56:06
16.0,14.03,14.01,TNM,14.01,14.03,14.03,14.02,7000.0,0.43,3.07,6.88,14.53,2.86,140767.11,9690.0,10040450000.0,2023-03-02,14:56:06
1.0,62.01,62.0,AIRTEL,62.0,0.0,62.0,62.0,20000.0,2.95,4.76,4.74,21.09,20.46,682000.0,32334.93,11000000000.0,2023-03-01,14:44:19
2.0,,,BHL,0.0,10.96,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-03-01,14:44:19
3.0,34.99,34.99,FDHB,0.0,34.99,35.0,34.99,70494.0,1.05,3.0,4.83,20.71,7.65,241467.08,11658.84,6901031250.0,2023-03-01,14:44:19
4.0,166.99,166.99,FMBCH,0.0,166.99,166.99,166.99,50000.0,1.68,1.01,5.32,18.79,4.32,410503.17,21841.25,2458250000.0,2023-03-01,14:44:19
5.0,11.91,11.91,ICON,0.0,11.91,11.91,11.91,1021.0,0.24,2.02,10.83,9.24,0.91,79558.8,8612.79,6680000000.0,2023-03-01,14:44:19
6.0,,,ILLOVO,600.05,0.0,600.05,600.05,0.0,21.0,3.5,6.22,16.08,4.24,428102.31,26630.0,713444391.0,2023-03-01,14:44:19
7.0,,,MPICO,17.6,20.58,20.58,20.58,0.0,0.31,1.51,9.95,10.05,1.0,47293.82,4705.66,2298047460.0,2023-03-01,14:44:19
8.0,,,NBM,1600.05,0.0,1600.05,1600.05,0.0,49.26,3.08,4.68,21.39,5.23,747114.13,34928.0,466931738.0,2023-03-01,14:44:19
9.0,38.46,38.46,NBS,38.46,0.0,38.44,38.46,30135.0,1.35,3.51,6.87,14.55,4.84,111940.65,7692.37,2910573356.0,2023-03-01,14:44:19
10.0,,,NICO,90.0,0.0,90.0,90.0,0.0,3.25,3.61,10.37,9.64,1.95,93873.7,9736.0,1043041096.0,2023-03-01,14:44:19
11.0,,,NITL,164.0,200.0,188.6,188.6,0.0,2.85,1.51,18.35,5.45,1.46,25461.0,4670.89,135000000.0,2023-03-01,14:44:19
12.0,,,OMU,880.01,0.0,880.01,880.01,0.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-03-01,14:44:19
13.0,,,PCL,0.0,2181.34,2181.34,2181.34,0.0,34.0,1.56,8.28,12.07,1.39,262318.83,21728.0,120255820.0,2023-03-01,14:44:19
14.0,,,STANDARD,2200.02,0.0,2200.02,2200.02,0.0,37.07,1.68,4.8,20.84,4.41,516274.65,24769.0,234668162.0,2023-03-01,14:44:19
15.0,,,SUNBIRD,105.0,120.0,105.0,105.0,0.0,0.0,0.0,2.73,36.65,0.99,27466.17,749.39,261582580.0,2023-03-01,14:44:19
16.0,,,TNM,14.01,14.03,14.03,14.03,0.0,0.43,3.06,6.88,14.54,2.86,140867.51,9690.0,10040450000.0,2023-03-01,14:44:19
1.0,,,AIRTEL,58.14,65.0,58.14,58.14,0.0,2.95,5.07,5.06,19.78,19.19,639540.0,32334.93,11000000000.0,2023-02-27,14:54:55
2.0,,,BHL,0.0,10.96,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-02-27,14:54:55
3.0,35.04,35.0,FDHB,0.0,35.0,35.04,35.03,23059.0,1.05,3.0,4.82,20.73,7.66,241743.12,11658.84,6901031250.0,2023-02-27,14:54:55
4.0,167.0,166.99,FMBCH,0.0,166.99,167.0,166.99,121617.0,1.68,1.01,5.32,18.79,4.32,410503.17,21841.25,2458250000.0,2023-02-27,14:54:55
5.0,,,ICON,0.0,11.91,11.91,11.91,0.0,0.24,2.02,10.83,9.24,0.91,79558.8,8612.79,6680000000.0,2023-02-27,14:54:55
6.0,,,ILLOVO,600.05,0.0,600.05,600.05,0.0,21.0,3.5,6.22,16.08,4.24,428102.31,26630.0,713444391.0,2023-02-27,14:54:55
7.0,,,MPICO,17.6,20.59,20.58,20.58,0.0,0.31,1.51,9.95,10.05,1.0,47293.82,4705.66,2298047460.0,2023-02-27,14:54:55
8.0,,,NBM,1600.03,0.0,1600.03,1600.03,0.0,49.26,3.08,4.68,21.39,5.23,747104.79,34928.0,466931738.0,2023-02-27,14:54:55
9.0,38.44,38.44,NBS,38.44,0.0,38.44,38.44,3167.0,1.35,3.51,6.88,14.54,4.83,111882.44,7692.37,2910573356.0,2023-02-27,14:54:55
10.0,90.0,90.0,NICO,90.0,0.0,80.0,90.0,99778.0,3.25,3.61,10.37,9.64,1.95,93873.7,9736.0,1043041096.0,2023-02-27,14:54:55
11.0,164.0,164.0,NITL,164.0,188.6,164.0,164.0,5000.0,2.85,1.74,21.1,4.74,1.27,22140.0,4670.89,135000000.0,2023-02-27,14:54:55
12.0,,,OMU,880.0,0.0,880.01,880.01,0.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-02-27,14:54:55
13.0,,,PCL,0.0,2181.34,2181.34,2181.34,0.0,34.0,1.56,8.28,12.07,1.39,262318.83,21728.0,120255820.0,2023-02-27,14:54:55
14.0,,,STANDARD,2200.02,0.0,2200.02,2200.02,0.0,37.07,1.68,4.8,20.84,4.41,516274.65,24769.0,234668162.0,2023-02-27,14:54:55
15.0,,,SUNBIRD,105.0,120.0,105.0,105.0,0.0,0.0,0.0,2.73,36.65,0.99,27466.17,749.39,261582580.0,2023-02-27,14:54:55
16.0,14.03,14.03,TNM,14.02,14.03,14.02,14.03,1681537.0,0.43,3.06,6.88,14.54,2.86,140867.51,9690.0,10040450000.0,2023-02-27,14:54:55
1.0,,,AIRTEL,58.14,65.0,58.14,58.14,0.0,2.95,5.07,5.06,19.78,19.19,639540.0,32334.93,11000000000.0,2023-02-24,14:46:12
2.0,,,BHL,0.0,10.96,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-02-24,14:46:12
3.0,35.04,35.04,FDHB,0.0,35.04,35.04,35.04,117467.0,1.05,3.0,4.82,20.74,7.66,241812.14,11658.84,6901031250.0,2023-02-24,14:46:12
4.0,167.0,167.0,FMBCH,0.0,167.0,167.0,167.0,14792.0,1.68,1.01,5.32,18.8,4.32,410527.75,21841.25,2458250000.0,2023-02-24,14:46:12
5.0,,,ICON,0.0,11.91,11.91,11.91,0.0,0.24,2.02,10.83,9.24,0.91,79558.8,8612.79,6680000000.0,2023-02-24,14:46:12
6.0,,,ILLOVO,600.05,0.0,600.05,600.05,0.0,21.0,3.5,6.22,16.08,4.24,428102.31,26630.0,713444391.0,2023-02-24,14:46:12
7.0,,,MPICO,17.6,20.59,20.58,20.58,0.0,0.31,1.51,9.95,10.05,1.0,47293.82,4705.66,2298047460.0,2023-02-24,14:46:12
8.0,1600.03,1600.03,NBM,1600.03,0.0,1600.03,1600.03,253.0,49.26,3.08,4.68,21.39,5.23,747104.79,34928.0,466931738.0,2023-02-24,14:46:12
9.0,38.44,38.44,NBS,38.44,0.0,38.44,38.44,104016.0,1.35,3.51,6.88,14.54,4.83,111882.44,7692.37,2910573356.0,2023-02-24,14:46:12
10.0,,,NICO,80.0,0.0,80.0,80.0,0.0,3.25,4.06,11.67,8.57,1.73,83443.29,9736.0,1043041096.0,2023-02-24,14:46:12
11.0,164.0,164.0,NITL,164.0,188.6,164.0,164.0,259.0,2.85,1.74,21.1,4.74,1.27,22140.0,4670.89,135000000.0,2023-02-24,14:46:12
12.0,,,OMU,880.0,0.0,880.01,880.01,0.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-02-24,14:46:12
13.0,,,PCL,0.0,2181.34,2181.34,2181.34,0.0,34.0,1.56,8.28,12.07,1.39,262318.83,21728.0,120255820.0,2023-02-24,14:46:12
14.0,2200.02,2200.02,STANDARD,2200.02,0.0,2200.02,2200.02,10000.0,37.07,1.68,4.8,20.84,4.41,516274.65,24769.0,234668162.0,2023-02-24,14:46:12
15.0,,,SUNBIRD,105.0,120.0,105.0,105.0,0.0,0.0,0.0,2.73,36.65,0.99,27466.17,749.39,261582580.0,2023-02-24,14:46:12
16.0,14.02,14.02,TNM,14.02,16.1,14.02,14.02,20000.0,0.43,3.07,6.88,14.53,2.86,140767.11,9690.0,10040450000.0,2023-02-24,14:46:12
1.0,58.14,58.14,AIRTEL,58.14,65.0,58.13,58.14,5000.0,2.95,5.07,5.06,19.78,19.19,639540.0,32334.93,11000000000.0,2023-02-23,14:38:07
2.0,,,BHL,0.0,10.96,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-02-23,14:38:07
3.0,35.04,35.04,FDHB,0.0,35.04,35.03,35.04,101902.0,1.05,3.0,4.82,20.74,7.66,241812.14,11658.84,6901031250.0,2023-02-23,14:38:07
4.0,167.0,167.0,FMBCH,0.0,167.0,167.0,167.0,1450.0,1.68,1.01,5.32,18.8,4.32,410527.75,21841.25,2458250000.0,2023-02-23,14:38:07
5.0,11.91,11.91,ICON,0.0,11.91,11.91,11.91,2350.0,0.24,2.02,10.83,9.24,0.91,79558.8,8612.79,6680000000.0,2023-02-23,14:38:07
6.0,,,ILLOVO,600.05,0.0,600.05,600.05,0.0,21.0,3.5,6.22,16.08,4.24,428102.31,26630.0,713444391.0,2023-02-23,14:38:07
7.0,20.58,20.58,MPICO,17.6,20.59,20.59,20.58,1200.0,0.31,1.51,9.95,10.05,1.0,47293.82,4705.66,2298047460.0,2023-02-23,14:38:07
8.0,1600.03,1600.03,NBM,1600.03,0.0,1600.02,1600.03,861.0,49.26,3.08,4.68,21.39,5.23,747104.79,34928.0,466931738.0,2023-02-23,14:38:07
9.0,38.44,38.44,NBS,38.44,0.0,38.44,38.44,560662.0,1.35,3.51,6.88,14.54,4.83,111882.44,7692.37,2910573356.0,2023-02-23,14:38:07
10.0,80.0,80.0,NICO,80.0,0.0,80.0,80.0,6000.0,3.25,4.06,11.67,8.57,1.73,83443.29,9736.0,1043041096.0,2023-02-23,14:38:07
11.0,164.0,164.0,NITL,164.0,188.6,164.0,164.0,62600.0,2.85,1.74,21.1,4.74,1.27,22140.0,4670.89,135000000.0,2023-02-23,14:38:07
12.0,,,OMU,880.0,0.0,880.01,880.01,0.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-02-23,14:38:07
13.0,,,PCL,0.0,2181.34,2181.34,2181.34,0.0,34.0,1.56,8.28,12.07,1.39,262318.83,21728.0,120255820.0,2023-02-23,14:38:07
14.0,,,STANDARD,2200.02,0.0,2200.02,2200.02,0.0,37.07,1.68,4.8,20.84,4.41,516274.65,24769.0,234668162.0,2023-02-23,14:38:07
15.0,,,SUNBIRD,105.0,120.0,105.0,105.0,0.0,0.0,0.0,2.73,36.65,0.99,27466.17,749.39,261582580.0,2023-02-23,14:38:07
16.0,14.02,14.02,TNM,14.02,16.1,14.01,14.02,12200.0,0.43,3.07,6.88,14.53,2.86,140767.11,9690.0,10040450000.0,2023-02-23,14:38:07
1.0,,,AIRTEL,58.13,0.0,58.13,58.13,0.0,2.95,5.07,5.06,19.78,19.19,639430.0,32334.93,11000000000.0,2023-02-22,14:46:01
2.0,,,BHL,0.0,10.96,10.96,10.96,0.0,0.0,0.0,-8.17,-12.24,1.42,9203.67,-751.84,839750705.0,2023-02-22,14:46:01
3.0,,,FDHB,0.0,35.03,35.03,35.03,0.0,1.05,3.0,4.82,20.73,7.66,241743.12,11658.84,6901031250.0,2023-02-22,14:46:01
4.0,,,FMBCH,0.0,167.0,167.0,167.0,0.0,1.68,1.01,5.32,18.8,4.32,410527.75,21841.25,2458250000.0,2023-02-22,14:46:01
5.0,,,ICON,0.0,11.92,11.91,11.91,0.0,0.24,2.02,10.83,9.24,0.91,79558.8,8612.79,6680000000.0,2023-02-22,14:46:01
6.0,600.05,600.04,ILLOVO,600.04,0.0,600.04,600.05,8243.0,21.0,3.5,6.22,16.08,4.24,428102.31,26630.0,713444391.0,2023-02-22,14:46:01
7.0,,,MPICO,17.6,20.59,20.59,20.59,0.0,0.31,1.51,9.95,10.06,1.0,47316.8,4705.66,2298047460.0,2023-02-22,14:46:01
8.0,,,NBM,1600.01,1600.02,1600.02,1600.02,0.0,49.26,3.08,4.68,21.39,5.23,747100.12,34928.0,466931738.0,2023-02-22,14:46:01
9.0,38.44,38.44,NBS,38.44,0.0,38.44,38.44,847712.0,1.35,3.51,6.88,14.54,4.83,111882.44,7692.37,2910573356.0,2023-02-22,14:46:01
10.0,,,NICO,80.0,0.0,80.0,80.0,0.0,3.25,4.06,11.67,8.57,1.73,83443.29,9736.0,1043041096.0,2023-02-22,14:46:01
11.0,,,NITL,164.0,188.6,164.0,164.0,0.0,2.85,1.74,21.1,4.74,1.27,22140.0,4670.89,135000000.0,2023-02-22,14:46:01
12.0,880.01,880.01,OMU,880.0,0.0,880.0,880.01,3490.0,41.06,4.67,8.33,12.0,1.36,13404.65,1116.71,15232389.0,2023-02-22,14:46:01
